Geneid	SRR1552454	SRR1552452	SRR1552450	SRR1552448	SRR1552446	SRR1552444
245860	22	20	20	16	17	16
245865	0	2	0	0	0	0
245866	10	5	10	3	7	5
245867	21	6	8	8	4	15
245877	195	168	144	31	106	91
245880	0	2	0	0	0	0
245884	0	0	0	2	0	0
245886	16	17	14	5	9	21
245902	0	0	2	0	2	1
245944	36	20	22	17	20	33
245945	4	8	3	43	75	26
246048	0	0	0	0	0	0
246049	0	0	0	0	0	0
246079	0	0	0	0	0	0
246080	0	0	0	0	0	0
246081	0	0	0	0	0	0
246082	0	0	0	0	0	0
246083	0	0	0	0	0	0
246084	0	0	0	0	0	0
246085	0	0	0	0	0	0
246086	0	0	0	0	0	0
246102	3	1	5	1	1	10
246103	37	60	36	8	35	38
246104	12	14	32	0	1	4
246133	0	0	0	1	0	1
246154	59	102	60	8	43	94
246155	0	0	0	0	0	0
246177	0	0	0	0	0	0
246179	7	4	8	3	3	4
246190	10	7	0	0	0	0
246196	10	7	4	2	10	12
246198	23	51	48	6	20	28
246221	10	4	3	17	8	24
246228	169	137	56	1	0	2
246229	1	4	2	1	0	1
246256	0	0	0	0	0	0
246257	1	4	1	1	1	5
246277	58	47	33	8	26	34
246278	0	0	0	0	0	0
246293	2	2	2	0	2	1
246313	0	0	0	0	0	0
246316	0	1	0	1	1	0
246317	0	0	0	0	0	0
246691	0	0	0	1	1	0
246694	14	9	10	6	12	17
246696	10	11	12	4	7	15
246700	0	0	0	0	0	0
246703	17	11	8	9	17	17
246707	0	0	1	0	0	1
246709	0	0	0	0	0	0
246710	7	8	4	0	3	1
246727	0	0	0	0	0	0
246728	0	1	0	1	0	1
246729	0	0	0	0	0	0
246730	0	0	0	2	0	3
246735	0	0	0	0	0	0
246738	1	0	1	1	0	0
246746	0	0	0	0	0	0
246747	0	0	0	5	2	2
246779	0	0	0	0	0	0
246782	4	9	5	4	8	5
246787	1	2	3	0	0	0
246788	0	1	1	0	0	0
246791	0	0	0	0	0	0
246792	0	0	0	0	0	0
252829	0	0	0	0	0	0
252830	0	0	0	0	0	0
252837	51	35	8	0	0	0
252838	1	4	4	0	0	0
252864	0	0	0	0	0	0
252866	0	0	0	0	0	0
252868	0	0	0	0	0	0
252870	67	91	120	47	86	86
252875	9	4	6	6	4	11
252876	0	3	0	2	2	1
252903	3	2	1	2	3	3
252904	0	0	0	0	0	0
252905	0	0	0	0	0	0
252906	0	0	0	0	0	0
252907	0	0	0	0	0	0
252909	0	0	0	0	0	0
252910	0	0	0	0	0	0
252912	0	0	0	0	0	0
252966	12	7	22	2	12	17
252967	0	0	0	0	1	0
252972	11	7	10	14	41	22
252973	67	33	37	12	12	49
252974	0	0	1	0	0	0
257630	0	0	0	0	0	0
257632	6	2	7	6	10	10
257633	2	5	1	6	7	5
257635	0	0	0	0	0	1
257662	0	0	0	0	0	0
257664	0	0	0	0	0	0
257665	0	0	0	0	0	0
257666	0	0	0	0	0	0
257667	0	0	0	0	0	0
257734	0	0	0	0	0	0
257871	0	0	0	0	0	1
257872	0	0	0	0	0	0
257875	0	0	0	0	0	0
257880	0	0	0	0	0	0
257881	0	0	0	0	0	0
257882	0	0	0	0	0	0
257883	0	0	0	0	0	0
257884	0	0	0	0	0	0
257885	0	0	0	0	0	0
257886	0	0	0	0	0	0
257887	0	0	0	0	0	0
257888	0	0	0	0	0	0
257889	0	0	0	0	0	0
257890	0	0	0	0	0	0
257891	0	0	0	0	0	0
257892	0	0	0	0	0	0
257898	0	0	0	0	0	0
257899	0	0	0	0	0	0
257900	0	0	0	0	0	0
257902	0	0	0	0	0	0
257904	0	0	0	0	0	0
257905	0	0	0	0	0	0
257906	0	0	0	0	0	0
257908	0	0	0	0	0	0
257909	0	0	0	0	0	0
257910	0	0	0	0	0	0
257912	0	0	0	0	0	0
257913	0	0	0	0	0	0
257914	0	0	0	0	0	0
257915	0	0	0	0	0	0
257916	0	0	0	0	0	0
257917	0	0	0	0	0	0
257919	0	0	0	0	0	0
257921	0	0	0	0	0	0
257924	0	0	0	0	0	0
257926	0	0	0	0	0	0
257929	0	0	0	0	0	0
257931	0	0	0	0	0	0
257932	0	0	0	0	0	0
257933	0	0	0	0	0	0
257935	0	0	0	0	0	0
257936	0	0	0	0	0	0
257938	0	0	0	0	0	0
257939	0	0	0	0	0	0
257941	0	0	0	0	0	0
257943	0	0	0	0	0	0
257947	0	0	0	0	0	0
257950	0	0	0	0	0	0
257951	0	0	0	0	0	0
257956	0	0	0	0	0	0
257958	0	0	0	0	0	0
257959	0	0	0	0	0	0
257962	0	0	0	0	0	0
257963	0	0	0	0	0	0
257971	0	0	0	0	0	0
257972	0	0	0	0	0	0
257974	0	0	0	0	0	0
257975	0	0	0	0	0	0
257978	0	0	0	0	0	0
257979	0	0	0	0	0	0
257980	0	0	0	0	0	0
257984	0	0	0	0	0	0
257985	0	0	0	0	0	0
257996	0	0	0	0	0	0
258008	0	0	0	0	0	0
258016	0	0	0	0	0	0
258019	0	0	0	0	0	0
258020	0	0	0	0	0	0
258022	0	0	0	0	0	0
258023	0	0	0	0	0	0
258025	0	0	0	0	0	0
258027	0	0	0	0	0	0
258028	0	0	0	0	0	0
258035	0	0	0	0	0	0
258036	0	0	0	0	0	0
258039	0	0	0	0	0	0
258041	0	0	0	0	0	0
258042	0	0	0	0	0	0
258046	0	0	0	0	0	0
258051	0	0	0	0	0	0
258055	0	0	0	0	0	0
258056	0	0	0	0	0	0
258060	0	0	0	0	0	0
258064	0	0	0	0	0	0
258065	0	0	0	0	0	0
258067	0	0	0	0	0	0
258068	0	0	0	0	0	0
258069	0	0	0	0	0	0
258074	0	0	0	0	0	0
258075	0	0	0	0	0	0
258085	0	0	0	0	0	0
258086	0	0	0	0	0	0
258087	0	0	0	0	0	0
258089	0	0	0	0	0	0
258094	0	0	0	0	0	0
258095	0	0	0	0	0	0
258096	0	0	0	0	0	0
258097	0	0	0	0	0	0
258098	0	0	0	0	0	0
258101	0	0	0	0	0	0
258103	0	0	0	0	0	0
258105	0	0	0	0	0	0
258111	0	0	0	0	0	0
258113	0	0	0	0	0	0
258117	0	0	0	0	0	0
258120	0	0	0	0	0	0
258121	0	0	0	0	0	0
258123	0	0	0	0	0	0
258135	0	0	0	0	0	0
258136	0	0	0	0	0	0
258139	0	0	0	0	0	0
258147	0	0	0	0	0	0
258150	0	0	0	0	0	0
258151	0	0	0	0	0	0
258153	0	0	0	0	0	0
258154	0	0	0	0	0	0
258155	0	0	0	0	0	0
258156	0	0	0	0	0	0
258158	0	0	0	0	0	0
258159	0	0	0	0	0	0
258160	0	0	0	0	0	0
258163	0	0	0	0	0	0
258165	0	0	0	0	0	0
258166	0	0	0	0	0	0
258167	0	0	0	0	0	0
258168	0	0	0	0	0	0
258173	0	0	0	0	0	0
258177	0	0	0	0	0	0
258178	0	0	0	0	0	0
258180	0	0	0	0	0	0
258181	0	0	0	0	0	0
258183	0	0	0	0	0	0
258186	0	0	0	0	0	0
258189	0	0	0	0	0	0
258196	0	0	0	0	0	0
258198	0	0	0	0	0	0
258199	0	0	0	0	0	0
258201	0	0	0	0	0	0
258203	0	0	0	0	0	0
258206	0	0	0	0	0	0
258207	0	0	0	0	0	0
258214	0	0	0	0	0	0
258215	0	0	0	0	0	0
258216	0	0	0	0	0	0
258218	0	0	0	0	0	0
258219	0	0	0	0	0	0
258220	0	0	0	0	0	0
258222	0	0	0	0	0	0
258224	0	0	0	0	0	0
258225	0	0	0	0	0	0
258227	0	0	0	0	0	0
258228	0	0	0	0	0	0
258231	0	0	0	0	0	0
258232	0	0	0	0	0	0
258233	0	0	0	0	0	0
258235	0	0	0	0	0	0
258236	0	0	0	0	0	0
258238	0	0	0	0	0	0
258241	0	0	0	0	0	0
258242	0	0	0	0	0	0
258245	0	0	0	0	0	0
258246	0	0	0	0	0	0
258247	0	0	0	0	0	0
258248	0	0	0	0	0	0
258249	0	0	0	0	0	0
258252	0	0	0	0	0	0
258255	0	0	0	0	0	0
258257	0	0	0	0	0	0
258258	0	0	0	0	0	0
258259	0	0	0	0	0	0
258261	0	0	0	0	0	0
258263	0	0	0	0	0	0
258264	0	0	0	0	0	0
258265	0	0	0	0	0	0
258266	0	0	0	0	0	0
258267	0	0	0	0	0	0
258268	0	0	0	0	0	0
258269	0	0	0	0	0	0
258270	0	0	0	0	0	0
258271	0	0	0	0	0	0
258272	0	0	0	0	0	0
258273	0	0	0	0	0	0
258274	0	0	0	0	0	0
258275	0	0	0	0	0	0
258276	0	0	0	0	0	0
258277	0	0	0	0	0	0
258278	0	0	0	0	0	0
258279	0	0	0	0	0	0
258280	0	0	0	0	0	0
258281	0	0	0	0	0	0
258282	0	0	0	0	0	0
258283	0	0	0	0	0	0
258284	0	0	0	0	0	0
258285	0	0	0	0	0	0
258286	0	0	0	0	0	0
258287	0	0	0	0	0	0
258288	0	0	0	0	0	0
258289	0	0	0	0	0	0
258290	0	0	0	0	0	0
258291	0	0	0	0	0	0
258292	0	0	0	0	0	0
258293	0	0	0	0	0	0
258294	0	0	0	0	0	0
258295	0	0	0	0	0	0
258296	0	0	0	0	0	0
258297	0	0	0	0	0	0
258298	0	0	0	0	0	0
258299	0	0	0	0	0	0
258300	0	0	0	0	0	0
258301	0	0	0	0	0	0
258302	0	0	0	0	0	0
258303	0	0	0	0	0	0
258304	0	0	0	0	0	0
258305	0	0	0	0	0	0
258306	0	0	0	0	0	0
258307	0	0	0	0	0	0
258308	0	0	0	0	0	0
258309	0	0	0	0	0	0
258310	0	0	0	0	0	0
258311	0	0	0	0	0	0
258313	0	0	0	0	0	0
258314	0	0	0	0	0	0
258315	0	0	0	0	0	0
258316	0	0	0	0	0	0
258317	0	0	0	0	0	0
258318	0	0	0	0	0	0
258319	0	0	0	0	0	0
258320	0	0	0	0	0	0
258321	0	0	0	0	0	0
258322	0	0	0	0	0	0
258323	0	0	0	0	0	0
258324	0	0	0	0	0	0
258325	0	0	0	0	0	0
258326	0	0	0	0	0	0
258327	0	0	0	0	0	0
258328	0	0	0	0	0	0
258329	0	0	0	0	0	0
258330	0	0	0	0	0	0
258331	0	0	0	0	0	0
258333	0	0	0	0	0	0
258334	0	0	0	0	0	0
258335	0	0	0	0	0	0
258336	0	0	0	0	0	0
258338	0	0	0	0	0	0
258339	0	0	0	0	0	0
258340	0	0	0	0	0	0
258341	0	0	0	0	0	0
258342	0	0	0	0	0	0
258343	0	0	0	0	0	0
258344	0	0	0	0	0	0
258345	0	0	0	0	0	0
258346	0	0	0	0	0	0
258347	0	0	0	0	0	0
258348	0	0	0	0	0	0
258350	0	0	0	0	0	0
258351	0	0	0	0	0	0
258352	0	0	0	0	0	0
258353	0	0	0	0	0	0
258354	0	0	0	0	0	0
258355	0	0	0	0	0	0
258356	0	0	0	0	0	0
258357	0	0	0	0	0	0
258358	0	0	0	0	0	0
258359	0	0	0	0	0	0
258360	0	0	0	0	0	0
258361	0	0	0	0	0	0
258362	0	0	0	0	0	0
258363	0	0	0	0	0	0
258364	0	0	0	0	0	0
258365	0	0	0	0	0	0
258366	0	0	0	0	0	0
258368	0	0	0	0	0	0
258369	0	0	0	0	0	0
258370	0	0	0	0	0	0
258371	0	0	0	0	0	0
258372	0	0	0	0	0	0
258373	0	0	0	0	0	0
258374	0	0	0	0	0	0
258375	0	0	0	0	0	0
258377	0	0	0	0	0	0
258378	0	0	0	0	0	0
258379	0	0	0	0	0	0
258380	0	0	0	0	0	0
258381	0	0	0	0	0	0
258383	0	0	0	0	0	0
258384	0	0	0	0	0	0
258385	0	0	0	0	0	0
258386	0	0	0	0	0	0
258387	0	0	0	0	0	0
258388	0	0	0	0	0	0
258389	0	0	0	0	0	0
258390	0	0	0	0	0	0
258391	0	0	0	0	0	0
258392	0	0	0	0	0	0
258393	0	0	0	0	0	0
258394	0	0	0	0	0	0
258395	0	0	0	0	0	0
258396	0	0	0	0	0	0
258397	0	0	0	0	0	0
258398	0	0	0	0	0	0
258399	0	0	0	0	0	0
258400	0	0	0	0	0	0
258401	0	0	0	0	0	0
258402	0	0	0	0	0	0
258403	0	0	0	0	0	0
258404	0	0	0	0	0	0
258405	0	0	0	0	0	0
258406	0	0	0	0	0	0
258407	0	0	0	0	0	0
258408	0	0	0	0	0	0
258409	0	0	0	0	0	0
258410	0	0	0	0	0	0
258411	0	0	0	0	0	0
258412	0	0	0	0	0	0
258413	0	0	0	0	0	0
258414	0	0	0	0	0	0
258415	0	0	0	0	0	0
258416	0	0	0	0	0	0
258417	0	0	0	0	0	0
258418	0	0	0	0	0	0
258420	0	0	0	0	0	0
258421	0	0	0	0	0	0
258422	0	0	0	0	0	0
258423	0	0	0	0	0	0
258424	0	0	0	0	0	0
258425	0	0	0	0	0	0
258426	0	0	0	0	0	0
258427	0	0	0	0	0	0
258428	0	0	0	0	0	0
258429	0	0	0	0	0	0
258430	0	0	0	0	0	0
258431	0	0	0	0	0	0
258432	0	0	0	0	0	0
258433	0	0	0	0	0	0
258434	0	0	0	0	0	0
258435	0	0	0	0	0	0
258436	0	0	0	0	0	0
258437	0	0	0	0	0	0
258438	0	0	0	0	0	0
258439	0	0	0	0	0	0
258440	0	0	0	0	0	0
258441	0	0	0	0	0	0
258442	0	0	0	0	0	0
258443	0	0	0	0	0	0
258444	0	0	0	0	0	0
258445	0	0	0	0	0	0
258446	0	0	0	0	0	0
258447	0	0	0	0	0	0
258448	0	0	0	0	0	0
258449	0	0	0	0	0	0
258450	0	0	0	0	0	0
258451	0	0	0	0	0	0
258453	0	0	0	0	0	0
258454	0	0	0	0	0	0
258455	0	0	0	0	0	0
258456	0	0	0	0	0	0
258457	0	0	0	0	0	0
258458	0	0	0	0	0	0
258459	0	0	0	0	0	0
258460	0	0	0	0	0	0
258461	0	0	0	0	0	0
258462	0	0	0	0	0	0
258463	0	0	0	0	1	0
258464	0	0	0	0	0	0
258465	0	0	0	0	0	0
258466	0	0	0	0	0	0
258468	0	0	0	0	0	0
258469	0	0	0	0	0	0
258470	0	0	0	0	0	0
258471	0	0	0	0	0	0
258474	0	0	0	0	0	0
258475	0	0	0	0	0	0
258477	0	0	0	0	0	0
258478	0	0	0	0	0	0
258479	0	0	0	0	0	0
258480	0	0	0	0	0	0
258481	0	0	0	0	0	0
258482	0	0	0	0	0	0
258483	0	0	0	0	0	0
258484	0	0	0	0	0	0
258485	0	0	0	0	0	0
258486	0	0	0	0	0	0
258487	0	0	0	0	0	0
258488	0	0	0	0	0	0
258489	0	0	0	0	0	0
258490	0	0	0	0	0	0
258491	0	0	0	0	0	0
258492	0	0	0	0	0	0
258493	0	0	0	0	0	0
258494	0	0	0	0	0	0
258495	0	0	0	0	0	0
258497	0	0	0	0	0	0
258498	0	0	0	0	0	0
258499	0	0	0	0	0	0
258500	0	0	0	0	0	0
258501	0	0	0	0	0	0
258502	0	0	0	0	0	0
258503	0	0	0	0	0	0
258504	0	0	0	0	0	0
258505	0	0	0	0	0	0
258506	0	0	0	0	0	0
258507	0	0	0	0	0	0
258508	0	0	0	0	0	0
258511	0	0	0	0	0	0
258512	0	0	0	0	0	0
258513	0	0	0	0	0	0
258515	0	0	0	0	0	0
258516	0	0	0	0	0	0
258517	0	0	0	0	0	0
258518	0	0	0	0	0	0
258519	0	0	0	0	0	0
258520	0	0	0	0	0	0
258521	0	0	0	0	0	0
258522	0	0	0	0	0	0
258523	0	0	0	0	0	0
258524	0	0	0	0	0	0
258525	0	0	0	0	0	0
258526	0	0	0	0	0	0
258527	0	0	0	0	0	0
258528	0	0	0	0	0	0
258529	0	0	0	0	0	0
258530	0	0	0	0	0	0
258531	0	0	0	0	0	0
258532	0	0	0	0	0	0
258533	0	0	0	0	0	0
258534	0	0	0	0	0	0
258536	0	0	0	0	0	0
258537	0	0	0	0	0	0
258538	0	0	0	0	0	0
258540	0	0	0	0	0	0
258541	0	0	0	0	0	0
258542	0	0	0	0	0	0
258543	0	0	0	0	0	0
258544	0	0	0	0	0	0
258545	0	0	0	0	0	0
258546	0	0	0	0	0	0
258547	0	0	0	0	0	0
258548	0	0	0	0	0	0
258549	0	0	0	0	0	0
258550	0	0	0	0	0	0
258551	0	0	0	0	0	0
258552	0	0	0	0	0	0
258553	0	0	0	0	0	0
258554	0	0	0	0	0	0
258555	0	0	0	0	0	0
258557	0	0	0	0	0	0
258558	0	0	0	0	0	0
258559	0	0	0	0	0	0
258560	0	0	0	0	0	0
258561	0	0	0	0	0	0
258562	0	0	0	0	0	0
258563	0	0	0	0	0	0
258564	0	0	0	0	0	0
258565	0	0	0	0	0	0
258566	0	0	0	0	0	0
258568	0	0	0	0	0	0
258569	0	0	0	0	0	0
258570	0	0	0	0	0	0
258571	0	1	0	0	0	0
258572	0	0	0	0	0	0
258573	0	0	0	0	0	0
258575	0	0	0	0	0	0
258577	0	0	0	0	0	0
258579	0	0	0	0	0	0
258580	0	0	0	0	0	0
258581	0	0	0	0	0	0
258582	0	0	0	0	0	0
258583	0	0	0	0	0	0
258584	0	0	0	0	0	0
258585	0	0	0	0	0	0
258586	0	0	0	0	0	0
258587	0	0	0	0	0	0
258589	0	0	0	0	0	0
258590	0	0	0	0	0	0
258591	0	0	0	0	0	0
258592	0	0	0	0	0	0
258593	0	0	0	0	0	0
258594	0	0	0	0	0	0
258595	0	0	0	0	0	0
258597	0	0	0	0	0	0
258598	0	0	0	0	0	0
258600	0	0	0	0	0	0
258601	0	0	0	0	0	0
258602	0	0	0	0	0	0
258603	0	0	0	0	0	0
258604	0	0	0	0	0	0
258605	0	0	0	0	0	0
258606	0	0	0	0	0	0
258607	0	0	0	0	0	0
258608	0	0	0	0	0	0
258609	0	0	0	0	0	0
258610	0	0	0	0	0	0
258611	0	0	0	0	0	0
258612	0	0	0	0	0	0
258613	0	0	0	0	0	0
258614	0	0	0	0	0	0
258615	0	0	0	0	0	0
258616	0	0	0	0	0	0
258617	0	0	0	0	0	0
258618	0	0	0	0	0	0
258620	0	0	0	0	0	0
258621	0	0	0	0	0	0
258622	0	0	0	0	0	0
258623	0	0	0	0	0	0
258624	0	0	0	0	0	0
258625	0	0	0	0	0	0
258626	0	0	0	0	0	0
258627	0	0	0	0	0	0
258628	0	0	0	0	0	0
258629	0	0	0	0	0	0
258630	0	0	0	0	0	0
258631	0	0	0	0	0	0
258632	0	0	0	0	0	0
258633	0	0	0	0	0	0
258634	0	0	0	0	0	0
258635	0	0	0	0	0	0
258636	0	0	0	0	0	0
258638	0	0	0	0	0	0
258639	0	0	0	0	0	0
258640	0	0	0	0	0	0
258641	0	0	0	0	0	0
258643	0	0	0	0	0	0
258644	0	0	0	0	0	0
258645	0	0	0	0	0	0
258647	0	0	0	0	0	0
258648	0	0	0	0	0	0
258649	0	0	0	0	0	0
258650	0	0	0	0	0	0
258652	0	0	0	0	0	0
258653	0	0	0	0	0	0
258654	0	0	0	0	0	0
258655	0	0	0	0	0	0
258656	0	0	0	0	0	0
258657	0	0	0	0	0	0
258658	0	0	0	0	0	0
258659	0	0	0	0	0	0
258660	0	0	0	0	0	0
258661	0	0	0	0	0	0
258662	0	0	0	0	0	0
258663	0	0	0	0	0	0
258665	0	0	0	0	0	0
258666	0	0	0	0	0	0
258667	0	0	0	0	0	0
258668	0	0	0	0	0	0
258669	0	0	0	0	0	0
258670	0	0	0	0	0	0
258671	0	0	0	0	0	0
258672	0	0	0	0	0	0
258673	0	0	0	0	0	0
258674	0	0	0	0	0	0
258675	0	0	0	0	0	0
258676	0	0	0	0	0	0
258677	0	0	0	0	0	0
258678	0	0	0	0	0	0
258679	0	0	0	0	0	0
258680	0	0	0	0	0	0
258681	0	0	0	0	0	0
258682	0	0	0	0	0	0
258683	0	0	0	0	0	0
258684	0	0	0	0	0	0
258685	0	0	0	0	0	0
258686	0	0	0	0	0	0
258687	0	0	0	0	0	0
258688	0	0	0	0	0	0
258689	0	0	0	0	0	0
258690	0	0	0	0	0	0
258691	0	0	0	0	0	0
258692	0	0	0	0	0	0
258693	0	0	0	0	0	0
258694	0	0	0	0	0	0
258695	0	0	0	0	0	0
258696	0	0	0	0	0	0
258697	0	0	0	0	0	0
258698	0	0	0	0	0	0
258699	0	0	0	0	0	0
258700	0	0	0	0	0	0
258701	0	0	0	0	0	0
258702	0	0	0	0	0	0
258703	0	0	0	0	0	0
258704	0	0	0	0	0	0
258705	0	0	0	0	0	0
258706	0	0	0	0	0	0
258708	0	0	0	0	0	0
258709	0	0	0	0	0	0
258710	0	0	0	0	0	0
258711	0	0	0	0	0	0
258712	0	0	0	0	0	0
258713	0	0	0	0	0	0
258715	0	0	0	0	0	0
258716	0	0	0	0	0	0
258717	0	0	0	0	0	0
258718	0	0	0	0	0	0
258719	0	0	0	0	0	0
258720	0	0	0	0	0	0
258721	0	0	0	0	0	0
258722	0	0	0	0	0	0
258723	0	0	0	0	0	0
258724	0	0	0	0	0	0
258725	0	0	0	0	0	0
258726	0	0	0	0	0	0
258727	0	0	0	0	0	0
258728	0	0	0	0	0	0
258729	0	0	0	0	0	0
258730	0	0	0	0	0	0
258731	0	0	0	0	0	0
258732	0	0	0	0	0	0
258733	0	0	0	0	0	0
258734	0	0	0	0	0	0
258736	0	0	0	0	0	0
258737	0	0	0	0	0	0
258738	0	0	0	0	0	0
258739	0	0	0	0	0	0
258740	0	0	0	0	0	0
258741	0	0	0	0	0	0
258742	0	0	0	0	0	0
258743	0	0	0	0	0	0
258744	0	0	0	0	0	0
258745	0	0	0	0	0	0
258746	0	0	0	0	0	0
258747	0	0	0	0	0	0
258748	0	0	0	0	0	0
258749	0	0	0	0	0	0
258750	0	0	0	0	0	0
258751	0	0	0	0	0	0
258752	0	0	0	0	0	0
258753	0	0	0	0	0	0
258754	0	0	0	0	0	0
258755	0	0	0	0	0	0
258756	0	0	0	0	0	0
258757	0	0	0	0	0	0
258758	0	0	0	0	0	0
258759	0	0	0	0	0	0
258762	0	0	0	0	0	0
258763	0	0	0	0	0	0
258764	0	0	0	0	0	0
258765	0	0	0	0	0	0
258766	0	0	0	0	0	0
258767	0	0	0	0	0	0
258768	0	0	0	0	0	0
258769	0	0	0	0	0	0
258770	0	0	0	0	0	0
258771	0	0	0	0	0	0
258772	0	0	0	0	0	0
258773	0	0	0	0	0	0
258774	0	0	0	0	0	0
258775	0	0	0	0	0	0
258776	0	0	0	0	0	0
258777	0	0	0	0	0	0
258778	0	0	0	0	0	0
258780	0	0	0	0	0	0
258781	0	0	0	0	0	0
258782	0	0	0	0	0	0
258783	0	0	1	0	0	0
258784	0	0	0	0	0	0
258785	0	0	0	0	0	0
258786	0	0	0	0	0	0
258787	0	0	0	0	0	0
258788	0	0	0	0	0	0
258789	0	0	0	0	0	0
258790	0	0	0	0	0	0
258791	0	0	0	0	0	0
258792	0	0	0	0	0	0
258793	0	0	0	0	0	0
258794	0	0	0	0	0	0
258797	0	0	0	0	0	0
258798	0	0	0	0	0	0
258799	0	0	0	0	0	0
258800	0	0	0	0	0	0
258801	0	0	0	0	0	0
258802	0	0	0	0	0	0
258803	0	0	0	0	0	0
258804	0	0	0	0	0	0
258805	0	0	0	0	0	0
258806	0	0	0	0	0	0
258807	0	0	0	0	0	0
258808	0	0	0	0	0	0
258809	0	0	0	0	0	0
258810	0	0	0	0	0	0
258811	0	0	0	0	0	0
258812	0	0	0	0	0	0
258814	0	0	0	0	0	0
258815	0	0	0	0	0	0
258816	0	0	0	0	0	0
258817	0	0	0	0	0	0
258818	0	0	0	0	0	0
258819	0	0	0	0	0	0
258820	0	0	0	0	0	0
258821	0	0	0	0	0	0
258822	0	0	0	0	0	0
258823	0	0	0	0	0	0
258824	0	0	0	0	0	0
258825	0	0	0	0	0	0
258826	0	0	0	0	0	0
258828	0	0	0	0	0	0
258829	0	0	0	0	0	0
258830	0	0	0	0	0	0
258831	0	0	0	0	0	0
258832	0	0	0	0	0	0
258833	0	0	0	0	0	0
258834	0	0	0	0	0	0
258835	0	0	0	0	0	0
258836	0	0	0	0	0	0
258837	0	0	0	0	0	0
258838	0	0	0	0	0	0
258840	0	0	0	0	0	0
258841	0	0	0	0	0	0
258842	0	0	0	0	0	0
258843	0	0	0	0	0	0
258844	0	0	0	0	0	0
258845	0	0	0	0	0	0
258846	0	0	0	0	0	0
258850	0	0	0	0	0	0
258851	0	0	0	0	0	0
258852	0	0	0	0	0	0
258853	0	0	0	0	0	0
258854	0	0	0	0	0	0
258857	0	0	0	0	0	0
258858	0	0	0	0	0	0
258859	0	0	0	0	0	0
258861	0	0	0	0	0	0
258862	0	0	0	0	0	0
258863	0	0	0	0	0	0
258865	0	0	0	0	0	0
258866	0	0	0	0	0	0
258867	0	0	0	0	0	0
258868	0	0	0	0	0	0
258869	0	0	0	0	0	0
258871	0	0	0	0	0	0
258872	0	0	0	0	0	0
258873	0	0	0	0	0	0
258875	0	0	0	0	0	0
258877	0	0	0	0	0	0
258879	0	0	0	0	0	0
258880	0	0	0	0	0	0
258881	0	0	0	0	0	0
258882	0	0	0	0	0	0
258883	0	0	0	0	0	0
258886	0	0	0	0	0	0
258887	0	0	0	0	0	0
258888	0	0	0	0	0	0
258889	0	0	0	0	0	0
258890	0	0	0	0	0	0
258891	0	0	0	0	0	0
258892	0	0	0	0	0	0
258893	0	0	0	0	0	0
258894	0	0	0	0	0	0
258895	0	0	0	0	0	0
258896	0	0	0	0	0	0
258897	0	0	0	0	0	0
258898	0	0	0	0	0	0
258899	0	0	0	0	0	0
258900	0	0	0	0	0	0
258901	0	0	0	0	0	0
258902	0	0	0	0	0	0
258903	0	0	0	0	0	0
258904	0	0	0	0	0	0
258905	0	0	0	0	0	0
258907	0	0	0	0	0	0
258908	0	0	0	0	0	0
258909	0	0	0	0	0	0
258910	0	0	0	0	0	0
258912	0	0	0	0	0	0
258913	0	0	0	0	0	0
258914	0	0	0	0	0	0
258915	0	0	0	0	0	0
258917	0	0	0	0	0	0
258918	0	0	0	0	0	0
258919	0	0	0	0	0	0
258920	0	0	0	0	0	0
258921	0	0	0	0	0	0
258922	0	0	0	0	0	0
258923	0	0	0	0	0	0
258924	0	0	0	0	0	0
258925	0	0	0	0	0	0
258926	0	0	0	0	0	0
258927	0	0	0	0	0	0
258928	0	0	0	0	0	0
258929	0	0	0	0	0	0
258930	0	0	0	0	0	0
258931	0	0	0	0	0	0
258932	0	0	0	0	0	0
258933	0	0	0	0	0	0
258934	0	0	0	0	0	0
258935	0	0	0	0	0	0
258937	0	0	0	0	0	0
258938	0	0	0	0	0	0
258939	0	0	0	0	0	0
258940	0	0	0	0	0	0
258941	0	0	0	0	0	0
258942	0	0	0	0	0	0
258943	0	0	0	0	0	0
258944	0	0	0	0	0	0
258945	0	0	0	0	0	0
258946	0	0	0	0	0	0
258947	0	0	0	0	0	0
258949	0	0	0	0	0	0
258950	0	0	0	0	0	0
258951	0	0	0	0	0	0
258952	0	0	0	0	0	0
258953	0	0	0	0	0	0
258954	0	0	0	0	0	0
258955	0	0	0	0	0	0
258956	0	0	0	0	0	0
258958	0	0	0	0	0	0
258959	0	0	0	0	0	0
258960	0	0	0	0	0	0
258961	0	0	0	0	0	0
258962	0	0	0	0	0	0
258963	0	0	0	0	0	0
258964	0	0	0	0	0	0
258967	0	0	0	0	0	0
258968	0	0	0	0	0	0
258969	0	0	0	0	0	0
258970	0	0	0	0	0	0
258971	0	0	0	0	0	0
258972	0	0	0	0	0	0
258973	0	0	0	0	0	0
258974	0	0	0	0	0	0
258975	0	0	0	0	0	0
258976	0	0	0	0	0	0
258977	0	0	0	0	0	0
258979	0	0	0	0	0	0
258980	0	0	0	0	0	0
258982	0	0	0	0	0	0
258983	0	0	0	0	0	0
258984	0	0	0	0	0	0
258985	0	0	0	0	0	0
258987	0	0	0	0	0	0
258988	0	0	0	0	0	0
258989	0	0	0	0	0	0
258990	0	0	0	0	0	0
258991	0	0	0	0	0	0
